text_norm,group_key,split
this doll is lovely because of the attention to detail in her costume. i love her braids and the flower pattern on her dress and cute black boots. her cap is a sweet touch too. only problem ... now i need to get elsa and sven too.,and attention because black boots braids cap costume cute detail doll dress elsa flower get her love lovely need now only pattern problem sven sweet the this too touch,train
simple idea and easy to install but doesn't provide the tightness i was hoping for compared to screw on hitch pins. this is not a design flaw of the device but rather it just doesn't provide the tightness due to the design of the factory hitch on my vehicle,and but compared design device doesn't due easy factory flaw for hitch hoping idea install just not pins provide rather screw simple the this tightness vehicle was,train
"cheap and easy, everyone has a power outage now and again. this light is good enough to read by or make a sandwich.",again and cheap easy enough everyone good has light make now outage power read sandwich this,train
they are hard to get on the phone and way too thin. difficult to get the bubbles out. i had to throw away 2.,and are away bubbles difficult get had hard out phone the they thin throw too way,train
have used this muffler on several vehicles i have owned. nice rumble at low speeds and idle and really opens up at higher rpm's. can resonate a little at certain speeds but still sounds great on a hemi-powered dodge truck!,and but can certain dodge great have hemi higher idle little low muffler nice opens owned powered really resonate rpm's rumble several sounds speeds still this truck used vehicles,train
"used this to clean our glass shower doors. pretty noxious, as expected, but worked well. we have super hard water and it didn't get 100% of the marks off in the corners/crevices, but only did one coat and it got nearly all the soap scum and hard water spots off. see the photo for the difference it made. it's been about two months since i used it and it seems like maybe it's keeping everything a little cleaner. much less scrubbing than typical cleaners. be sure to follow the instructions or it doesn't work! nice to know we can keep the rest in the garage for cleaning cars too.",100 about all and been but can cars clean cleaner cleaners cleaning coat corners crevices did didn't difference doesn't doors everything expected follow for garage get glass got hard have instructions it's keep keeping know less like little made marks,train
hadn't picked up the cello in years and this got the bow up to speed quickly. applications are infrequent and the round design + cloth makes it easy to use.,and applications are bow cello cloth design easy got hadn't infrequent makes picked quickly round speed the this use years,test
"we were seriously considering getting rid of our cat due to seriously worsening behavioral isues, but thankfully pet corrector saved the day. i even wrote an innapropriate jingle for the product that i cannot share here!! thanks pc!",behavioral but cannot cat considering corrector day due even for getting here innapropriate isues jingle our pet product rid saved seriously share thankfully thanks that the were worsening wrote,train
"it's now possible for me to walk my dog in icy, snowy weather. years ago i broke my leg slipping on ice, so yaktrax are a godsend.",ago are broke dog for godsend ice icy it's leg now possible slipping snowy walk weather yaktrax years,train
awesome led bulbs. millions of color combinations. amazing. will definitely be purchasing more for other rooms.,amazing awesome bulbs color combinations definitely for led millions more other purchasing rooms will,train
"not perfectly sometimes, but the epson's automated head cleaning, etc. processes always quickly brings them back to normal. well worth the price.",always automated back brings but cleaning epson's etc head normal not perfectly price processes quickly sometimes the them well worth,train
easy to adjust quickly and very comfortable for longer sessions. i'm not sure what else i would want in a piano bench. this is my second one (two keyboards at home) and a clear value winner.,adjust and bench clear comfortable easy else for home i'm keyboards longer not one piano quickly second sessions sure this two value very want what winner would,train
a fabulous teether. i use this with lots of links so it doesn't constantly fall to the ground. my 6-month old loves this teether!,constantly doesn't fabulous fall ground links lots loves month old teether the this use with,train
"i have been using this mouse for nearly a year now and it is still functioning wonderfully. i was a bit reluctant to purchase this mouse for 2 reasons: (1) my experience with braided cables is that they eventually tangle into series of knotted masses and (2) the mouse buttons have a reported tendancy to stick down, becoming stuck in an active position. after months of heavy use, i can gladly report that neither of these things have yet to happen. in terms of feel, i really like the textured surface because it allows for greater friction against the surface of the palm and it generally looks nice as a matt black fininsh. i also like the feel of the mouse scroller; the smoothness of the scroller in action accompanied by the calming blue lights is all quite lovely.",accompanied action active after against all allows also and because becoming been bit black blue braided buttons cables calming can down eventually experience feel fininsh for friction functioning generally gladly greater happen have heavy into knotted lights like looks lovely,train
love these earrings. good size and good quality. don't have to worry about losing these with the leverbacks.,about and don't earrings good have leverbacks losing love quality size the these with worry,test
it actually did not meet or expectations. during initial testing we ran into scenarios where water actually leaked into the case. it was minimal but water none the less. since i have stopped using.,actually but case did during expectations have initial into leaked less meet minimal none not ran scenarios since stopped testing the using was water where,train
this fits perfectly in my portable pack n play. my pack n play opening measurements are 20x30x3. good buy!,20x30x3 are buy fits good measurements opening pack perfectly play portable this,train
"there's not much more to say beyond the title for this review. i used it to spiralize a zucchini and had to adjust the vegetable multiple times to ensure it was being cut evenly, but was able to successfully spiralize the vegetable using this tool.",able adjust and being beyond but cut ensure evenly for had more much multiple not review say spiralize successfully the there's this times title tool used using vegetable was zucchini,train
part of the plastic phone case part broke off after a week of use. i was putting the phone in and out of the case daily. not the best materials. otherwise works.,after and best broke case daily materials not off otherwise out part phone plastic putting the use was week works,test
"these batteries worked fine. my only initial concern was whether they would be received with a full charge, and they seem to have full charge so thumbs up from me.",and batteries charge concern fine from full have initial only received seem these they thumbs was whether with worked would,train
"these are great slippers, very soft. the tag does state that they should fit snuggly. at first they seemed very small for the size i ordered, but i wear them barefoot and they work. however, i can't wear them with socks as they feel to small. i think the next pair i order i would order the next size. it would be helpful to have this information in the description when selecting, before purchase.",and are barefoot before but can't description does feel first fit for great have helpful however information next order ordered pair purchase seemed selecting should size slippers small snuggly socks soft state tag that the them these they think this,train
my husband loves its. the only thing he cant wear it yet because his finger is swallon so it wont fit him yet .....,because cant finger fit him his husband its loves only swallon the thing wear wont yet,train
"i have had this vacuum about a month and i use it 2-3 times a week. we have five in our family and a dog. every time i use it i am amazed (and disgusted!!) by how much it picks up. it is absolutely amazing! unfortunately, it makes me want to get rid of our dog because of all the dog hair - ugh! the things i like: not near as loud as our old vacuum very movable/pushable awesome suction canister is easy to empty it vacuums the wood floors good enough (not great or perfect, though) headlights on the front the handle is easy to recline by simply placing a light foot on the bottom while you pull the handle down (i don't know why that seems so much simpler than pressing a separate button with your foot like my old one, but for some reason i like it) using the stick part is easy - just push a button and it pulls out which makes it simple to get the corners and edges. automatically adjusts to different floor heights cons: the two on-board tools fall off constantly and so they got thrown in a cupboard - which makes them almost useless. doesn't seem to have one side of the vacuum that gets a closer edge. canister is small - because of the dog hair i have to empty it about 2-3x if i vacuum the whole house, but it is very simple so not a big deal there is a roller attachment that is ok on the stairs but i was not hugely impressed with it in the end, i do really like this vacuum! i definitely recommend it and i am glad i made this purchase. that said, i purchased it for a super deal on black friday - for much less than retail or the price here on a. if i was going to spend that extra hundred dollars to spend that much, i would do research to make sure the vacuum does great on hard floors, great on steps, and maybe has a bigger canister.",about absolutely adjusts all almost amazed amazing and attachment automatically awesome because big bigger black board bottom but button canister closer cons constantly corners cupboard deal definitely different disgusted does doesn't dog dollars don't down easy edge edges empty end,val
it was a gift and all really liked it. it is bright and colorful and good sized. baby too small to comment but big sister liked it!,all and baby big bright but colorful comment gift good liked really sister sized small too was,train
"bought this for my daughters room. its really good, i just don't rate it a five star because the desk top surface scratches easily. i added a lucite top for about $45 which solved the problem. the quality is okay. if you cover the top and its going to be used for writing,then i recommend it. its very pretty and the quality is definitely decent. my advice, cover the top and you'll enjoy it for many years as a good,pretty writing station.",about added advice and because bought cover daughters decent definitely desk don't easily enjoy five for going good its just lucite many okay pretty problem quality rate really recommend room scratches solved star station surface the then this top used,train
"they are super comfy and warm! they fit snug because the faux fur is thick but i am not complaining, they are more comfortable that way. most people think they are uggs when they see them. if you are looking for a cheaper option, these are it!",and are because but cheaper comfortable comfy complaining faux fit for fur looking more most not option people see snug super that the them these they thick think uggs warm way when you,train
"the worx jaw saw does an excellent job of cutting. the idea of an open claw (jaw) serving as a guard for the operating blade and protecting it is an ideal design to hold the saw in place during cuitting. the other plus in the design of the saw jaw is the is the oscillating small blade enhoused in the jaw making for easier and safer cutting. i used the saw for the first time this afternoon, friday, !/ 16/ 2015. it met what i desired in it's performance. downside: the head, working end, is extra heavy, especially with the extension attachment. i highly recommend the tool. bill alexander",2015 afternoon alexander and attachment bill blade claw cuitting cutting design desired does downside during easier end enhoused especially excellent extension extra first for friday guard head heavy highly hold idea ideal it's jaw job making met open operating oscillating,train
very great style. especially if you're a gamer for call of duty ect.. type games. provide comfort. smooth finish to it. also when you install the cover make shur not to stretch the center part. so it must be done quickly. p.s. this cover dose not gliw in the dark.,also call center comfort cover dark done dose duty ect especially finish for gamer games gliw great install make must not part provide quickly shur smooth stretch style the this type very when you you're,train
read many reviews on this product and they were all good. have used this for two years now to pray over engine and metal components of yamaha 1.8 liter engine used in wave runners and jet boats. seems to be working well to keep oxidation down. no complaints so far.,all and boats complaints components down engine far for good have jet keep liter many metal now over oxidation pray product read reviews runners seems they this two used wave well were working yamaha years,train
"i got this item to record video content from my laptop that is standard definition. i like to have material recorded onto a dvd disc so that i can watch it on my standard dvd player. this unit can also record via the internal hard drive. the material that you record in the hard drive can be kept there or archived onto a dvd disc. the transfer process is pretty easy(kind of like the old vhs to dvd transfers). and there is also a digital tuner that works reasonably well. connections include s-video, component video, and standard a/v. overall this is a good machine that is hard to find nowadays and can be rather pricey.",also and archived can component connections content definition digital disc drive dvd easy find from good got hard have include internal item kept kind laptop like machine material nowadays old onto overall player pretty pricey process rather reasonably record recorded,train
"these are pretty standard lights...they work...they haven't spontaneously exploded or anything. i purchased them to turn into flower lights (they haven't caught on fire either which is also a plus) and they've been affixed to my wall for the past two years. they still work, but i don't turn them on all that often.",affixed all also and anything are been but caught don't either exploded fire flower for haven't into lights often past plus pretty purchased spontaneously standard still that the them these they they've turn two wall which work years,val
i got the same case for my iphone 4s and it was so smooth and fit like a glove.. i could barely tell there was a case on. so we ordered my husband one for his iphone 5.. it did not fit as magnificently. it came up a little too much on the sides. we were disappointed with this purchase.,and barely came case could did disappointed fit for glove got his husband iphone like little magnificently much not one ordered purchase same sides smooth tell the there this too was were with,train
good fit side designs are great rear design looks distorted but still great looking helmet for the money cant go wrong with skid lid,are but cant design designs distorted fit for good great helmet lid looking looks money rear side skid still the with wrong,val
"love them, although they are 'ugly, cute' shoes. so far the deerskin insoles provide great comfort, although there is something dark from the back of the shoe that has rubbed off on my feet. hopefully after wearing them a few times this will stop.",'ugly after although are back comfort cute' dark deerskin far feet few from great has hopefully insoles love off provide rubbed shoe shoes something stop that the them there they this times wearing will,val
exactly what i was looking for. with a little milk and sugar it's exactly what i was craving. will definitely buy again!,again and buy craving definitely exactly for it's little looking milk sugar was what will with,train
these were easy to install after reading the instructions on the internet and work great. five more words are required!,after and are easy five great install instructions internet more reading required the these were words work,train
i knew my inline 4 130hp civic was pretty fast but this exhaust makes all the difference in the world i got a 10% increase in power and the sound from the can give an extra 5 horsepower. this exhaust combined with vtec and nos stickers i can give crotch rockets a run for their money. i cant wait till my bov valve shows up.that should add a little horse power pros: great performance gains exhaust big enough to fit your fist in. cons: exhaust makes a farty sound and is loud even though im only going like 5mph,130hp 5mph add all and big bov but can cant civic combined cons crotch difference enough even exhaust extra farty fast fist fit for from gains give going got great horse horsepower increase inline knew like little loud makes money,train
"it's a shower cap that doesn't smell. eco friendly so they say. the size is perfect for me, not a lot of hair and has room to spread. i am happy with it. i had to return other caps for they had a strong odor.",and cap caps doesn't eco for friendly had hair happy has it's lot not odor other perfect return room say shower size smell spread strong that the they with,train
watching these with my sons brought back so many memories. my husband and i put it in my youngest boys stocking and we watched them christmas day. nothing better than the classics!,and back better boys brought christmas classics day husband many memories nothing put sons stocking than the them these watched watching with youngest,train
great product.i would not use anything else.this product really works.i use it all year round.i would reccomend it to everyone.thanks.,all anything else everyone great not product really reccomend round thanks this use works would year,train
"we enjoyed this so much on our king mattress that i ordered one for our guest bedroom. this is an amazing mattress for the price, you just can't beat it. i was tempted to spend much more on a memory foam mattress, but glad i saved my money on this instead. very easy to assemble and when you see the box it comes in, its hard to believe theres a mattress set in it.",amazing and assemble beat bedroom believe box but can't comes easy enjoyed foam for glad guest hard instead its just king mattress memory money more much one ordered our price saved see set spend tempted that the theres this very,test
"total piece of junk. handle plates started separating and eventually chipped off from the paddle after about 6 hours of use. the ball lost compression and split in half on the second day of use. buyer beware, they look cool but are made horribly.",about after and are ball beware but buyer chipped compression cool day eventually from half handle horribly hours junk look lost made off paddle piece plates second separating split started the they total use,train
these seem to work and they come at a good price. i'm not sure what else to say - they're batteries.,and batteries come else good i'm not price say seem sure these they they're what work,train
"this product really works as described. it has some kind of powerful enzyme that breaks down scum in the pool water. at this account i would scrub these tiles every week and the scum would just come right back as if i never scrubbed the tile line. the customer would constantly complain. i thought i would give ""pool perfect"" by natural chemistry a shot here as i have used it successfully on less extreme cases. basically the problem here is that the dogs will swim in this pool every week and the gardener will blow dust and junk into the pool each week with his leaf blower. it really doesn't help that these tiles are light tan in color. so i scrubbed the tiles once again and then i added the ""pool perfect."" to be honest i didn't have high expectations at this account. the next week i was surprised to see the tile looking like i just cleaned them. i added two more capfuls of ""pool perfect"" and gave it another week. as you can see from the video after three weeks the tile is still looking like i just cleaned them (as of now it has been 5 weeks and the tile still looks great). so i have been adding the maintenance dose each week now and haven't had to scrub the tile line. this stuff works amazingly well. if you are interested in the tile brush (it actually attaches to a pole nicely but in this pool the decking overhangs at an angle so it is easier to use it by hand) here is the make: purity pool tsqc tile scrubber with quick connect it comes with a regular pad but i upgrade to a more coarse one: purity pool rpc replacement pad for tile scrubber, coarse",account actually added adding after again amazingly and angle another are attaches back basically been blow blower breaks brush but can capfuls cases chemistry cleaned coarse color come comes complain connect constantly customer decking described didn't doesn't dogs dose down,test
"arrived when it was supposed to, and in great condition. great resource for heathy alternative treatments without using pharmaceuticals. excellent.",alternative and arrived condition excellent for great heathy pharmaceuticals resource supposed treatments using was when without,val
i have used hikari foods for many years. the koi love it and the is a healthy food. no crappy corn meal in this food.,and corn crappy food foods for have healthy hikari koi love many meal the this used years,test
"i am so satisfied with this product. if i needed, i would like to buy more especailly during the black friday",black buy during especailly friday like more needed product satisfied the this with would,train
got this for my grandson for christmas and he loves it! he loves recording his games and showing them to his friends.,and christmas for friends games got grandson his loves recording showing them this,val
"my house has numerous light fixtures that require what are identified as g16.5 light bulbs. a number of these lights are on 6 or more hours per day and, until recently, i used incandescent bulbs. to save on electricity, i tried cfl bulbs, but they provided an uneven light and the spiral bulbs were visible through the light-fixture glass. i happened upon the ge lighting model 68169 led bulbs at a local store, and, functionally, they have been an ideal replacement. they provide just the right amount of light, consume only 4.5 watts, and have the warm yellowish light that i prefer. plus, they appear solidly built and i suspect will last a long time. when i purchased these bulbs, the price charged by amazon was $17.78, but the price at my local department store was $10.00. hopefully amazon will reconsider their price, as i would like to buy more of these. as an aside, many of the following reviews are of different light bulbs, so anyone reading these reviews should keep that in mind. the bulbs i purchased are ""ge lighting 68169 energy smart led 4.5-watt (25-watt replacement) 270-lumen g16.5 light bulb with candelabra base.""",270 68169 amazon amount and anyone appear are aside base been built bulb bulbs but buy candelabra cfl charged consume day department different electricity energy fixture fixtures following functionally g16 glass happened has have hopefully hours house ideal identified incandescent,train
"i was very scared to order this product but once i installed it, my printer is like brand new. one of the cartridges was leaking (blue) but was inside its bag. i cleaned it and it worked too. this is incredible.",and bag blue brand but cartridges cleaned incredible inside installed its leaking like new once one order printer product scared the this too very was worked,test
"good camera, not much to say about it. need to shorten the review words required because they are too much.",about are because camera good much need not required review say shorten the they too words,train
the watch is beautiful. it arrived on time and i got it at a great price. i received compliments on the watch the first day i wore it. this is my second purchase through amazon of a watch and i will be buying another watch soon.,amazon and another arrived beautiful buying compliments day first got great price purchase received second soon the this through time watch will wore,train
i purchased this product so that my children who are practicing violin and piano would be able to share. it is study and can adjust to the height that they both need.,able adjust and are both can children height need piano practicing product purchased share study that the they this violin who would,train
"(this is for the double choco espresso variety.) years ago, i bought and really enjoyed the squares. i'd read some reviews that the bars were smaller, more expensive, and not as good now that earnest took over, but i decided to give them a try. maybe i went with the wrong variety, but the double choco espresso squares that i received are really dry. not crunchy and stale, mind you, but ""moist"" isn't a word that would even remotely enter your mind upon taking a bite, unless is was prefaced by ""wow, these sure aren't."" it's like being in a real life ""got milk"" commercial. the flavor is okay (not great, but okay), but the dryness is really off putting, and they are quite small. given the current price of over $1/bar for these (and over $1.50 for some of them), i'd recommend passing. for a while now, i've been eating (i've tried and liked the fig and raspberry flavors). for similar calorie count with less fat and about half the price of these, i suggest giving those a try if you're looking for an easily packed snack.",about ago and are aren't bar bars been being bite bought but calorie choco commercial count crunchy current decided double dry dryness earnest easily eating enjoyed enter espresso even expensive fat fig flavor flavors for give given giving good got,test
"i love the movie about a city dear to my heart so it's a win-win. would i recommend it, yes, if you like the south and understand that it is a different world. this dvd is also a replacement for a vhs tape.",about also and city dear different dvd for heart it's like love movie recommend replacement south tape that the this understand vhs win world would yes you,train
the pipe was broken when it got here so i am very disappointed on the product i bought for christmas.,bought broken christmas disappointed for got here pipe product the very was when,test
"if you want to do ripped at home, this is the perfect dvd. it is a great full body workout and am always left drenched in sweat. so happy!!",always and body drenched dvd full great happy home left perfect ripped sweat the this want workout you,train
"i am very glad to have been approached by hcf to review their product. i received, and started taking, hcf a little over 3 weeks ago. when i got it, i was pleased to see the amount of literature that came with it—a nice breakdown of what it will do and how it will do it. i started taking it in the evenings, when i take my other vitamins. i did notice that for the first few nights i had a minor headache, but that passed within a week. obviously there is no immediately noticeable effect, but around the end of week 2 i started to notice a subtle difference in my ability to focus, stay on task and handle surprises. like other reviewers have indicated, this is not a magic pill that creates a dramatic moment—no switch flipped, if you follow me. i've been struggling to find the words to explain it. before hcf, if i i was easily distracted from task on hand. after hcf, i just do the task—no great epiphany, i am just able to focus on what needs to be done and do it without the distractions. i find that my general outlook is a little bit sunnier—i'm not as inclined to become exasperated by changes of plans and find it a little easier to go with the flow. again, this isn't a profound change, just a nice subtle effect similar to what one experiences after a few weeks of taking a multi-vitamin. the best advice i can offer is to give it a try and see for yourself!",ability able advice after again ago amount and approached around become been before best bit breakdown but came can change changes creates did difference distracted distractions done dramatic easier easily effect end epiphany evenings exasperated experiences explain few find first,val
"this is a very tiny necklace; you cannot even make out the monogram, size of a thumbtack head; back it went",back cannot even head make monogram necklace out size the this thumbtack tiny very went you,train
"these sandals looked better in their picture. they are too big and after wearing only 1 time, they are already falling apart. they are not put together well - cheap materials. however, i like the gladiator look and will wear them unitl they fall apart totally.",after already and apart are better big cheap fall falling gladiator however like look looked materials not only picture put sandals the their them these they time together too totally unitl wear wearing well will,train
i love this doorbell. i had a different wireless doorbell before that it just worked only a few months but the price is more expensive than this one. and i also like its chime that can be change. it¡¯s not liked my last doorbell that only offered a normal chime that sounds very obnoxious. this was a good purchase!,also and before but can change chime different doorbell expensive few good had its just last like liked love months more normal not obnoxious offered one only price purchase sounds than that the this very was wireless worked,train
"unbeatable price for this quality of headlamp. it comes with different color filters but there isn't really a way to keep them with the headlamp so i'm not sure what the point of that is. it is nice that each click increases brightness, instead of the other way around, though in my case this wasn't essential. even the lowest brightness level will get the job done, though slide up the filter and you will have a very inconspicuous light. the highest brightness is fairly impressive, not exactly a spotlight (in a dark field) but in dark room it's like the ceiling light is on, so in the woods it would probably be quite impressive. took it on a night hike where it got used continuously for about 4 hours and it performed well. it wasn't super easy to get it clicked on a level that gave me both the forward vision and the amount of light on the ground i wanted, but i guess that might be asking a lot.",about amount and around asking both brightness but case ceiling click clicked color comes continuously dark different done each easy essential even exactly fairly field filter filters for forward gave get got ground guess have headlamp highest hike hours i'm,train
"i was looking for a quality mandolin, and unfortunately bought a real cheap one locally first. very little adjustment, and while it would function with firm items fairly well, it was worthless with soft vegetables and fruits. i didn't want to spend a hundred dollars or more though, and a friend finally recommended one of these from another store. found it for a bit cheaper on amazon, and ordered it. this does everything it says perfectly. the adjustment is very easy, and you can go from paper thin, to quite thick in a few seconds. i have used it many times already, and have yet to find anything it won't cut properly. works great on even softer tomatoes no matter how thin you have it set. after you are done, simply raise the table up to the highest point, and it becomes very hard to cut yourself by accident. you can wash it by hand this way, or even better,....toss the whole thing in the top rack of your dishwasher. great product that i would highly recommend. i would suggest a cutting glove if you are going to give this to an elderly person though. it is quite safe if you use the holder correctly, but it is also very sharp, and could really do some damage under the right circumstances.",accident adjustment after already also amazon and another anything are becomes better bit bought but can cheap cheaper circumstances correctly could cut cutting damage didn't dishwasher does dollars done easy elderly even everything fairly few finally find firm first for,train
"for a household alarm system, this battery is a necessity and the alarm company charges twice as much for the unit, plus a $75 service call. this is exactly the same down to the make, size, and specs. and install is just pull two small electrical wires and re-attach to the new unit and you're done.",alarm and attach battery call charges company done down electrical exactly for household install just make much necessity new plus pull same service size small specs system the this twice two unit wires you're,train
it is too early for me to write a review however i have slightly narrow feet and the olukia apparently running a little large but appear to be quite comfortable otherwise.,and apparently appear but comfortable early feet for have however large little narrow olukia otherwise quite review running slightly the too write,train
"i saw this product in real simple magazine and was very excited to order it. i use a tote to hold several items i need available for work each day. as i work at different locations, the tote stays in the cargo area of my mini-van most of the time. the tote frequently slides around - this seemed like the perfect solution to keep it in place. unfortunately, the velcro on the bottom does not work with the low pile, smooth carpet in my van. the stayhold pieces slide around, just like the tote does, rather than gripping into place. i think the product would work with higher pile carpets, but it doesn't work for me. i am sadly returning the stayhold and will look for a different solution.",and area around available bottom but cargo carpet carpets day different does doesn't each excited for frequently gripping higher hold into items just keep like locations look low magazine mini most need not order perfect pieces pile place product rather,train
"i bought several different fob chains to see if i preferred a particular style, length, or seller. they're all okay, but i haven't found a favorite so far. i got this gold one to go with a gold(ish) pocket watch that i own, but the chain is so much more ""goldy"" than the watch, it doesn't work for me. other than that, it seems like a good, solid watch chain, however.",all bought but chain chains different doesn't far favorite fob for found gold goldy good got haven't however ish length like more much okay one other own particular pocket preferred see seems seller several solid style than that the they're,train
"the saw arrives completely assembled. included is a chain guard, a user manual and a wrench conveniently stored in the handle of the saw. the battery was not fully charged but nearly so and took a short time to bring it up to a full charge. all i had to do was add some bar and chain oil and the saw was ready to go. there have been a number of storms the past few months and they broke off numerous branches and downed one very large tree. i have been doing some cleanup with a stihl gas powered saw and a 40 volt ryobi. they do a fairly nice job on the branches but not so good on the big tree. i slipped on my goggles and hauled this bad boy out to the big tree. i started of with the trunk size of about 14 inches. this saw was nothing less than amazing as it cut through the tree trunk like a hot knife through butter. i continued until the tree was cut up and then worked on some branches and some trimming. this saw never slowed down and the battery just kept on keeping on. this is now my saw of choice. no more mixing oil and gas for the stihl and no more charging the battery for the ryobi. from now on it is just charge the greenworks battery and keep a supply of bar and chain oil on hand. yes, this saw does dribble a bit of oil as did the ryobi and as did every chainsaw i ever owned. that is no big deal. all you need to do is slip some old newspaper or some rags or whatever under the saw when storing it and then check the oil level before the next use and you are good to go.",about add all amazing and are arrives assembled bad bar battery been before big bit boy branches bring broke but butter chain chainsaw charge charged charging check choice cleanup completely continued conveniently cut deal did does doing down downed dribble,test
"if you ever want to know how quick something breaks or stops working, don't buy a warranty. i never had to use square trade as of yet, but i have everything from laptops to cameras protected.",breaks but buy cameras don't ever everything from had have how know laptops never protected quick something square stops trade use want warranty working yet you,train
dust doesn't have a chance! vacuuming with the tiny tank is just the most wonderful experience of my day. hurray!!,chance day doesn't dust experience have hurray just most tank the tiny vacuuming with wonderful,train
"i put this dry erase board on my stainless steel refrigerator. it mounted quite easily using the sticky pads that came with it. the size is perfect for writing lists. most stainless fridges aren't magnetic, so the magnetic surface of this board is very handy, as is the little clip on top that holds the dry-erase marker that comes with the board. i like it so much i may be buying the larger 14"" x 14"" one to mount next to it.",aren't board buying came clip comes dry easily erase for fridges handy holds larger like lists little magnetic marker may most mount mounted much next one pads perfect put quite refrigerator size stainless steel sticky surface that the this top,train
"i got this game a week ago and it was doing okay the first 2 days with no accessories/cloths working. after last week, the 2k server has been down and the game is not playable in all modes since it is drm. (except quick game) i swear 2k really went downhill this year i seriously think the greed got to them. sad. wont be buying any new 2k in the future form now on.",accessories after ago all and any been buying cloths days doing down downhill drm except first form future game got greed has last modes new not now okay playable quick really sad seriously server since swear the them think this,train
"it arrived timely. the price was very reasonable. it fit the watches and all of the batteries work. my watches are still running. hopefully, they will run for at least a year on the batteries. if not, i will let you know.",all and are arrived batteries fit for hopefully know least let not price reasonable run running still the they timely very was watches will work year you,train
"misol 10pcs -15a 45v schottky diode,schottky barrier rectifier,for solar panel diy these are right for a standard photo valec panel to keep the batteries from draining during dark hours. heavy enough for about any voltage i will use and the price is right at $8.38 with free shipping. the application can be made at the panel with a little heat shrink to cover it after it is soldered in place. i ordered what i needed and should be good for a while.",10pcs 15a 45v about after and any application are barrier batteries can cover dark diode diy draining during enough for free from good heat heavy hours keep little made misol needed ordered panel photo place price rectifier right schottky shipping,train
i wanted to love these...but they fall apart easily. worked well until i had to take them off to wash the sheets. will be looking for something different.,apart but different easily fall for had looking love off sheets something take the them these they until wanted wash well will worked,val
"i bet that this is the best box you will find on amazon. it is at a good price (not overprice) and very well built. it looks classy. one small cons, i received it with a scratch but it doesnt show unless you look very closely. it was well packaged too, and had keys and cleaner and all new.",all amazon and best bet box built but classy cleaner closely cons doesnt find good had keys look looks new not one overprice packaged price received scratch show small that the this too unless very was well will with you,train
"this bag was just what i wanted! sometimes you would order something you see online and look nice. but when it arrives, it doesn't look the same as it did on line. but this bag met every expectation and then some!",and arrives bag but did doesn't every expectation just line look met nice online order same see some something sometimes the then this wanted was what when would you,train
"i used it on our couches. i wasn't sure if conditioner was going to be all i needed or not. apparently i needed a stain for some of the more deep scratches, but i can say it made some of the scuffing a lot less obvious and it was easy to use.",all and apparently but can conditioner couches deep easy for going less lot made more needed not obvious our say scratches scuffing some stain sure the use used was wasn't,train
"nespresso makes great coffee and great machines. i switched over to a nespresso machine 7 years ago and have never looked back. i save a small fortune every year by making my lattes at home. that being said, the nespresso capsule offers posted here are from a third party who is putting a large additional margin on their price. you can order the same products online from nespresso for approx $0.55 each (half the price here).",additional ago and approx are back being can capsule coffee each every for fortune from great half have here home large lattes looked machine machines makes making margin nespresso never offers online order over party posted price products putting said,train
"i bought this stool for my 2 year old to be able to reach the sink to wash his hands and so he has something to put his feet on when using the big boy potty. it's great, he calls it his choo choo stool and he moves it all over the place to reach things. i sit on it sometimes and can attest to it's sturdiness and the grippers on the bottom prohibit it from slipping. this is a really great buy in general and when you throw in the fact its so inexpensive, double win!",able all and attest big bottom bought boy buy calls can choo double fact feet for from general great grippers hands has his inexpensive it's its moves old over place potty prohibit put reach really sink sit slipping something sometimes,train
"i'm a heavy work traveler. hates the back pack i was using! this bag is sleek, stylish, roomy and overall great quality. matches my red samsonite suitcase :) would recommend",and back bag great hates heavy i'm matches overall pack quality recommend red roomy samsonite sleek stylish suitcase the this traveler using was work would,val
nice to be able to lock my briefcase to furniture in the room. zero risk of theft of my laptop. easy to work.,able briefcase easy furniture laptop lock nice risk room the theft work zero,test
excellent!! my son is playing his trumpet much better since we bought him this. it's a good investment when your using a loner instrument.,better bought excellent good him his instrument investment it's loner much playing since son this trumpet using when your,val
love love love this necklace!!! and was received very fast after order was placed!! hoping this necklace will come available again would love to buy for other people!!!,after again and available buy come fast for hoping love necklace order other people placed received this very was will would,train
"i am 5'8"" and weigh 125 lbs. i usually wear a size 4 and ordered the small. i tried it on and the top was loose (my bra size is 34dd)and the pants were so small, that if i had bent over, they would have ripped in half. i sent this back and ordered a size medium which fit the exact same way with a looser top. i decided not to order the large since our party was getting too close and i didn't have time to exchange. a size 4 unable to wear a medium which is supposed to fit sizes 8-10?? it's a cute costume but fits poorly and is very poorly made. bummed i cannot wear it to our halloween party.",125 34dd 5'8 and back bent bra bummed but cannot close costume cute decided didn't exact exchange fit fits getting had half halloween have it's large lbs loose looser made medium not order ordered our over pants party poorly ripped,train
not a sub by any means but what a clean boom from smaller speakers. used in car doors. would by again without hesitation. jbl has never let me down.,again any boom but car clean doors down from has hesitation jbl let means never not smaller speakers sub used what without would,train
